Nr,CLASS,GENDER,AGE,HEIGHT,SPORTS,TV,COMPUTER,SUBJECT,ALLOWANCE,WORK,PROVINCE,BREAKFAST
40060,1,Girl,12,158,3,14,14,French language,5,0,30,Yes
40061,1,Boy,12,155,2,5,16,French language,5,0,30,Yes
40062,1,Boy,12,146,0,8,16,French language,7,0,30,Yes
40063,1,Boy,12,142,2,10,13,Mathematics,6,0,30,Yes
40064,1,Girl,11,149,0,7,7,Dutch language,10,0,30,Yes
40065,2,Boy,13,168,1,21,10,Sports,8,0,30,Yes
40066,2,Boy,13,160,4,20,21,Sports,3,0,30,Yes
40067,2,Boy,12,157,2,14,35,Computer Science,8,0,30,Yes
40068,2,Girl,13,157,1,21,4,Art,30,0,30,Yes
40069,2,Girl,13,166,0,7,6,English language,5,0,30,Yes
40070,2,Girl,13,165,5,14,6,Nursing,15,20,30,Yes
40071,2,Boy,12,165,4,51,9,Sports,15,0,30,Yes
40072,2,Girl,13,151,0,8,5,History,5,20,30,Yes
40073,2,Boy,13,170,6,12,2,Sports,8,0,30,Yes
40074,2,Boy,13,160,0,5,15,Nursing,12,0,30,Yes
40075,2,Boy,13,170,4,20,15,Sports,8,41,30,Yes
40076,2,Girl,13,163,5,10,2,Sports,13,0,30,Yes
40077,2,Boy,13,173,0,16,4,Sports,11,0,30,Yes
40078,2,Girl,13,160,5,10,1,Engineering,10,0,30,Yes
40079,2,Girl,13,162,5,10,3,Engineering,5,0,30,Brought something
40080,2,Girl,13,155,0,13,4,History,2,0,30,Yes
40081,2,Girl,13,157,0,10,2,Engineering,5,0,30,Yes
40082,2,Boy,13,165,1,2,1,Physics & Chemisty,10,0,30,Yes
40083,2,Boy,13,160,5,12,1,Engineering,5,0,30,Yes
40084,2,Boy,13,155,2,7,15,Other,8,25,30,Yes
40085,2,Boy,13,173,6,11,1,Sports,15,0,30,Yes
40086,1,Boy,12,158,4,50,10,Mathematics,5,3,25,Yes
40087,1,Boy,12,155,2,15,9,Mathematics,10,0,25,Yes
40088,1,Girl,12,163,0,13,2,Music,0,25,25,Yes
40089,1,Girl,12,160,2,14,2,Music,10,0,25,Yes
40090,1,Girl,12,170,4,7,3,Mathematics,7,1,25,Yes
40091,1,Girl,12,172,8,24,10,Mathematics,10,0,25,Yes
40092,1,Girl,12,167,4,10,10,Other,10,3,25,Yes
40093,1,Girl,12,160,3,4,2,Mathematics,3,0,25,Yes
40094,1,Boy,12,158,3,5,10,Computer Science,3,0,25,Yes
40095,1,Girl,12,168,10,13,7,Other,8,5,25,Yes
40096,1,Boy,11,165,5,4,4,Mathematics,3,5,25,Yes
40097,1,Boy,13,168,2,21,14,Mathematics,8,0,25,Yes
40098,1,Girl,12,158,8,0,0,Mathematics,15,0,25,Yes
40099,1,Girl,12,155,2,20,2,Music,11,0,25,Yes
40100,1,Boy,12,155,6,12,15,Computer Science,5,0,25,Yes
40101,1,Girl,13,150,2,21,6,Music,0,0,25,Yes
40102,1,Girl,12,165,5,5,6,Mathematics,5,0,25,Yes
40103,1,Boy,12,159,8,8,5,Mathematics,8,30,25,Yes
40104,1,Boy,11,163,1,20,4,Mathematics,13,0,25,No
40105,1,Boy,12,158,1,5,40,Computer Science,0,35,25,Brought something
40106,1,Boy,12,155,0,18,25,Engineering,11,0,25,Yes
40107,1,Girl,12,154,5,3,1,Sports,3,0,25,Yes
40108,1,Girl,12,157,1,20,7,Computer Science,10,0,25,Yes
40109,1,Girl,12,161,1,20,1,Computer Science,0,0,25,Yes
40110,1,Boy,12,171,7,2,2,Sports,5,0,25,Yes
40111,1,Girl,12,163,7,18,4,Music,30,22,25,Yes
40112,1,Girl,12,160,2,14,1,Sports,9,0,25,Yes
40113,1,Boy,12,178,5,20,3,Mathematics,5,0,25,Yes
40114,1,Boy,12,143,0,20,15,French language,5,0,25,Yes
40115,1,Girl,12,160,0,18,1,Geography,10,10,25,Yes
40116,1,Boy,12,156,5,20,10,Nursing,10,0,25,Yes
40117,1,Boy,12,153,2,20,7,Engineering,5,0,25,Yes
40118,1,Boy,13,165,6,12,5,Sports,13,0,25,Yes
40119,1,Boy,12,160,3,10,10,Mathematics,1,0,25,Yes
40120,1,Boy,13,170,0,10,7,Mathematics,2,15,25,Yes
40121,1,Girl,12,170,3,4,10,Computer Science,4,0,25,Yes
40122,1,Boy,12,155,1,5,12,Sports,15,0,25,Yes
40123,1,Girl,12,167,2,14,2,Computer Science,8,0,25,Yes
40124,1,Boy,12,156,14,15,0,Sports,5,35,25,Yes
40125,1,Girl,12,171,0,3,1,Music,8,0,25,Yes
40126,1,Boy,12,160,2,4,1,Mathematics,8,0,25,Yes
40127,1,Girl,12,159,14,3,2,Music,3,0,25,Yes
40128,1,Girl,12,172,14,7,1,French language,5,0,25,Yes
40129,1,Girl,12,165,3,13,1,Music,10,0,25,Yes
40130,2,Girl,13,165,0,28,6,Other,10,0,25,Yes
40131,2,Girl,13,174,3,25,10,Music,10,0,25,Yes
40132,2,Girl,13,168,4,10,3,Sports,15,0,25,Yes
40133,2,Girl,13,170,4,10,1,Sports,8,0,25,Yes
40134,2,Girl,13,171,2,14,3,Sports,8,25,25,Yes
40135,2,Girl,13,154,2,15,3,Music,12,5,25,Yes
40136,2,Girl,12,170,4,28,4,Sports,6,0,25,Yes
40137,2,Girl,13,165,1,14,10,Other,8,0,25,Yes
40138,2,Girl,14,170,3,14,2,Sports,10,0,25,Yes
40139,2,Girl,14,160,1,10,2,Engineering,9,0,25,Yes
40140,2,Girl,13,160,5,8,8,Music,13,0,25,Yes
40141,2,Girl,13,166,2,8,1,Music,5,0,25,Yes
40142,2,Boy,13,172,12,60,6,Engineering,0,0,25,Yes
40143,2,Girl,14,168,3,18,8,Drama,10,0,25,Yes
40144,2,Boy,14,180,4,17,14,Music,8,0,25,Yes
40145,2,Boy,13,178,4,10,5,Sports,2,0,25,Yes
40146,2,Boy,13,166,8,22,13,Biology,8,30,25,Yes
40147,2,Boy,13,153,5,24,10,Mathematics,5,0,25,Yes
40148,1,Boy,12,158,6,7,10,English language,5,0,25,Yes
40149,1,Boy,12,167,10,21,28,Sports,25,0,25,Yes
40150,1,Girl,13,152,0,49,14,Nursing,10,0,25,Brought something
40151,1,Boy,13,170,7,14,7,Music,50,0,25,Yes
40152,1,Girl,12,166,3,63,8,Computer Science,15,0,25,Brought something
40153,1,Girl,12,156,0,28,3,Nursing,5,0,25,Yes
40154,1,Girl,12,151,2,14,7,English language,10,0,25,Brought something
40155,1,Girl,12,151,2,14,3,English language,10,0,25,Yes
40156,1,Boy,13,164,21,16,7,Nursing,15,50,25,Yes
40157,1,Boy,12,164,4,20,4,Computer Science,10,5,25,Yes
40158,1,Girl,12,165,1,49,7,Nursing,5,0,25,Yes
40159,1,Boy,12,161,2,58,34,Other,3,15,25,Yes
40160,1,Girl,12,170,2,25,1,Nursing,13,0,25,Yes
40161,1,Boy,12,158,2,5,8,Other,10,0,25,No
40162,1,Boy,13,164,19,17,1,Sports,10,0,25,Yes
40163,1,Boy,13,177,18,28,11,Nursing,3,0,25,Yes
40164,1,Girl,12,155,3,0,8,Music,5,25,25,Yes
40165,1,Boy,12,172,4,10,12,Sports,25,0,25,Yes
40166,1,Girl,12,154,4,49,7,Music,8,0,25,Yes
40167,1,Boy,12,160,2,10,1,Other,0,0,25,Yes
40168,1,Boy,12,162,2,63,2,Music,5,0,25,Brought something
40169,1,Boy,12,157,3,63,34,Engineering,25,0,25,Yes
40170,1,Girl,12,160,2,6,0,Other,10,0,25,Yes
40171,1,Boy,12,158,13,35,6,Computer Science,8,0,25,Yes
40172,1,Boy,13,160,5,30,10,Music,5,0,25,Yes
40173,1,Boy,12,157,4,42,21,Music,15,0,25,Yes
40174,1,Boy,12,171,3,35,3,Engineering,15,30,25,Yes
40175,1,Boy,12,155,4,20,2,Computer Science,12,0,25,Yes
40176,1,Boy,12,158,6,56,14,Computer Science,5,25,25,Yes
40177,1,Boy,13,160,8,40,14,Computer Science,10,0,25,No
40178,1,Girl,13,169,5,9,2,Computer Science,7,0,25,Yes
40179,1,Girl,12,148,10,9,2,Computer Science,5,0,25,Yes
40180,1,Girl,12,166,0,42,1,Computer Science,5,0,25,Brought something
40181,1,Girl,13,161,2,22,1,Music,10,0,25,Brought something
40182,1,Girl,12,168,1,17,0,Computer Science,6,0,25,Brought something
40183,1,Girl,12,155,1,16,15,Mathematics,0,0,25,Brought something
40184,1,Girl,12,160,3,22,2,Music,10,0,25,Yes
40185,1,Girl,12,160,4,25,0,Music,10,0,25,Yes
40186,1,Girl,12,160,2,20,1,Sports,5,0,25,Yes
40187,1,Girl,13,176,4,21,1,Music,10,35,25,Brought something
40188,1,Girl,12,160,2,21,2,Music,10,0,25,Yes
40189,1,Boy,12,174,2,28,45,Computer Science,10,0,25,Yes
40190,1,Boy,12,162,2,20,30,Computer Science,5,0,25,Yes
40191,1,Boy,12,158,2,20,25,Computer Science,8,7,25,Yes
40192,1,Boy,13,168,0,28,20,Other,0,0,25,No
40193,2,Girl,13,158,6,7,1,Other,7,0,25,Yes
40194,2,Girl,13,168,2,14,2,Music,10,0,25,Yes
40195,2,Boy,13,165,4,5,3,Drama,8,0,25,Yes
40196,2,Boy,13,153,6,5,3,Sports,10,0,25,Yes
40197,2,Girl,13,168,0,28,10,Sports,15,25,25,No
40198,2,Boy,13,175,3,14,4,Music,45,25,25,Yes
40199,2,Boy,14,170,6,14,0,Sports,20,0,25,Yes
40200,2,Girl,15,169,5,11,0,English language,12,0,25,Yes
40201,2,Girl,14,185,1,14,1,Other,37,0,25,Yes
40202,2,Girl,13,168,2,28,0,Sports,10,15,25,No
40203,2,Boy,13,161,12,10,4,History,5,75,25,Yes
40204,2,Girl,13,167,0,20,0,Drama,7,0,25,No
40205,2,Boy,13,160,1,19,1,Engineering,5,0,25,Yes
40206,2,Girl,13,159,0,7,1,Music,12,0,25,Yes
40207,2,Boy,13,164,9,10,2,Sports,13,0,25,Yes
40208,2,Boy,13,160,10,56,3,Sports,10,0,25,Yes
40209,2,Girl,13,154,0,3,5,History,4,0,25,Brought something
40210,2,Girl,13,170,1,4,3,Music,10,0,25,Yes
40211,2,Girl,13,160,0,7,1,Other,3,4,25,Yes
40212,2,Girl,13,168,5,28,3,Other,6,0,25,Yes
40213,2,Girl,13,170,4,16,18,Music,25,0,25,Yes
40214,2,Boy,13,173,7,12,10,Engineering,6,25,25,Yes
40215,2,Boy,13,180,4,10,7,Music,6,0,25,Yes
40216,2,Boy,13,160,2,56,10,German,0,0,25,Brought something
40217,2,Boy,13,155,5,56,0,German,15,75,25,No
40218,2,Girl,13,166,5,7,0,Sports,10,0,25,Yes
40219,1,Girl,14,166,2,35,1,Sports,10,0,25,Brought something
40220,1,Girl,12,162,1,25,0,Music,10,0,25,Yes
40221,1,Girl,13,166,33,1,0,Mathematics,0,0,25,No
40222,1,Girl,12,150,28,5,5,Other,0,0,25,Brought something
40223,1,Girl,12,164,2,35,1,Nursing,10,0,25,Yes
40224,1,Boy,13,164,0,2,5,Engineering,13,75,25,Yes
40225,1,Boy,12,163,0,0,0,Music,10,70,25,Yes
40226,1,Girl,12,167,0,6,15,Biology,0,30,25,Yes
40227,1,Boy,13,178,2,0,15,Mathematics,6,0,25,Yes
40228,1,Girl,13,153,1,1,1,Mathematics,0,60,25,No
40229,1,Boy,12,168,1,0,0,Music,5,0,25,Yes
40230,1,Boy,12,164,4,15,7,Dutch language,0,0,25,Yes
40231,1,Boy,12,155,8,5,2,Dutch language,15,24,25,Yes
40232,1,Boy,14,178,6,13,5,Computer Science,0,0,25,Yes
40233,1,Boy,13,160,1,6,3,Engineering,3,0,25,Brought something
40234,1,Boy,13,167,6,9,0,History,13,0,25,No
40235,1,Boy,14,166,6,7,5,Other,10,65,25,Yes
40236,1,Girl,13,155,1,3,1,English language,13,0,25,Yes
40237,1,Girl,13,183,4,12,5,Mathematics,0,0,25,No
40238,1,Girl,13,170,3,12,5,Mathematics,15,0,25,Yes
40239,1,Girl,13,165,1,2,2,Mathematics,5,0,25,Yes
40240,1,Boy,12,153,4,9,4,Biology,10,0,25,Yes
40241,1,Girl,13,149,4,12,0,Biology,25,0,25,Yes
40242,1,Girl,12,165,7,15,1,Music,10,0,25,Yes
40243,1,Boy,12,165,3,0,20,Computer Science,7,0,25,Yes
40244,1,Boy,13,150,5,3,2,Biology,5,0,25,Yes
40245,1,Girl,13,160,0,2,0,English language,0,0,25,Brought something
40246,1,Boy,12,164,4,12,14,Biology,4,0,25,Yes
40247,1,Boy,14,167,6,24,22,Music,59,25,25,Yes
40248,1,Boy,14,176,0,28,0,Engineering,0,0,25,No
40249,1,Boy,12,150,6,8,3,Mathematics,10,0,25,Yes
40250,1,Girl,13,164,7,4,0,Music,0,0,25,No
40251,1,Boy,12,167,28,7,14,Nursing,0,0,25,Brought something
40252,1,Boy,13,155,5,70,20,Engineering,8,25,25,Brought something
40253,1,Boy,12,167,28,1,2,Sports,5,0,25,Brought something
40254,1,Boy,12,168,3,17,3,Music,10,0,25,Yes
40255,1,Boy,13,167,2,70,20,Mathematics,10,13,25,Yes
40256,1,Boy,13,172,0,20,40,Engineering,10,15,25,Yes
40257,1,Girl,12,165,2,14,7,Music,10,0,25,Yes
40258,1,Girl,13,159,4,12,3,English language,0,15,25,Yes
40259,1,Boy,13,170,5,7,4,Mathematics,10,0,25,Yes
40260,1,Boy,14,170,2,18,8,Biology,10,0,25,Yes
40261,1,Girl,12,155,2,5,1,Music,0,0,25,Yes
40262,1,Girl,12,160,2,3,0,Music,10,0,25,Yes
40263,1,Girl,13,160,3,6,0,Music,10,0,25,No
40264,1,Girl,13,154,3,4,1,Other,10,0,25,Yes
40265,1,Boy,12,168,10,70,0,English language,10,0,25,Yes
40266,1,Boy,13,173,9,70,25,Biology,15,0,25,No
40267,1,Girl,12,160,4,15,5,Other,0,0,25,Yes
40268,1,Boy,12,170,4,21,6,Biology,10,50,25,Yes
40269,1,Boy,13,175,6,14,5,Biology,10,0,25,Brought something
40270,1,Girl,12,172,1,18,0,Music,80,0,25,Yes
40271,1,Girl,13,165,9,18,0,Music,15,15,25,Yes
40272,1,Girl,12,175,0,15,0,Music,50,0,25,Yes
40273,1,Girl,13,165,0,0,0,English language,25,0,25,No
40274,1,Girl,12,170,5,16,4,Biology,7,8,25,Yes
40275,1,Boy,12,165,6,16,25,Music,20,5,25,Yes
40276,1,Boy,13,170,7,70,20,English language,0,0,25,Yes
40277,1,Boy,13,170,7,70,7,English language,12,0,25,Yes
40278,2,Girl,13,168,0,50,2,Nursing,25,0,25,Brought something
40279,2,Girl,14,155,5,3,0,Mathematics,8,0,25,Brought something
40280,2,Girl,14,175,1,5,1,Drama,5,60,25,Yes
40281,2,Girl,15,154,0,0,0,Mathematics,10,0,25,Brought something
40282,2,Girl,14,165,2,45,3,Music,10,0,25,Yes
40283,2,Girl,15,174,0,5,0,Other,25,30,25,Yes
40284,2,Girl,14,172,0,10,2,Drama,15,100,25,Yes
40285,2,Boy,13,166,8,50,10,Drama,0,0,25,Yes
40286,2,Girl,13,173,0,5,0,English language,25,0,25,No
40287,2,Boy,14,177,2,25,7,Other,50,142,25,No
40288,2,Girl,13,159,6,50,5,Mathematics,12,0,25,Brought something
40289,2,Boy,14,161,0,2,0,Mathematics,3,0,25,Brought something
40290,2,Boy,14,176,3,12,5,Mathematics,75,100,25,Yes
40291,2,Boy,14,178,5,3,2,Mathematics,30,0,25,Yes
40292,2,Boy,14,168,3,12,12,Dance,100,300,25,Yes
40293,2,Girl,13,160,0,5,0,Dance,10,0,25,No
40294,2,Girl,13,161,0,5,0,Dance,10,0,25,No
40295,2,Boy,14,175,4,70,0,Computer Science,38,0,25,Yes
40296,2,Boy,14,187,2,3,6,Mathematics,15,0,25,Yes
40297,2,Boy,14,172,7,5,7,Economics,55,0,25,Yes
40298,2,Girl,13,164,0,35,7,Physics & Chemisty,25,0,25,Yes
40299,2,Girl,13,159,1,35,0,Physics & Chemisty,0,0,25,Yes
40300,2,Boy,14,174,2,35,10,Sports,10,45,25,Yes
40301,2,Boy,15,165,7,24,1,Mathematics,8,80,25,Brought something
40302,2,Boy,13,167,16,10,10,English language,10,0,25,Yes
40303,2,Boy,14,167,2,1,4,Sports,7,0,25,Yes
40304,2,Boy,14,166,0,6,0,Other,10,0,25,Yes
40305,2,Boy,14,166,6,22,2,Other,8,0,25,Yes
40306,2,Boy,14,167,4,9,10,Other,10,0,25,Yes
40307,2,Boy,14,182,3,5,7,Mathematics,35,150,25,Yes
40308,2,Girl,14,170,0,7,0,Other,10,0,25,No
40309,2,Girl,15,170,0,8,1,Other,10,0,25,No
40310,2,Boy,13,170,3,0,12,Drama,20,0,25,Yes
40311,2,Boy,13,165,4,60,0,Other,25,45,25,Yes
40312,2,Boy,14,155,1,5,3,Physics & Chemisty,5,0,25,Yes
40313,2,Boy,13,157,0,0,0,Other,10,0,25,Yes
40314,2,Boy,14,167,0,42,9,Mathematics,300,500,25,No
40315,2,Boy,14,155,2,60,10,Engineering,20,0,25,Brought something
40316,2,Boy,14,170,2,40,1,Physics & Chemisty,100,400,25,Yes
40317,2,Girl,13,171,7,5,1,Other,15,50,25,Yes
40318,2,Girl,14,170,0,70,1,Biology,10,0,25,Brought something
40319,2,Girl,14,165,0,5,0,Biology,10,0,25,Yes
40320,2,Girl,14,165,2,25,0,Other,100,0,25,No
40321,2,Boy,13,155,0,2,1,Physics & Chemisty,10,10,25,Brought something
40322,2,Girl,13,161,1,25,1,Dance,25,0,25,Brought something
40323,2,Girl,14,166,0,5,0,Other,10,0,25,Brought something
40324,1,Girl,12,164,21,21,2,English language,20,0,25,Yes
40325,1,Girl,13,167,21,21,2,Mathematics,5,10,25,Yes
40326,1,Boy,13,166,14,14,5,Other,10,0,25,Yes
40327,1,Boy,12,160,1,2,1,Mathematics,5,0,25,Yes
40328,1,Boy,14,175,9,24,50,Computer Science,25,500,25,Brought something
40329,1,Boy,13,173,2,3,0,Computer Science,8,0,25,Yes
40330,1,Boy,12,165,2,20,3,Engineering,5,35,25,Yes
40331,1,Girl,13,150,4,5,1,History,0,0,25,Yes
40332,1,Girl,12,148,1,6,0,Mathematics,6,0,25,Yes
40333,1,Girl,12,156,2,21,0,Music,4,25,25,Brought something
40334,1,Girl,12,166,2,21,5,Mathematics,5,0,25,Yes
40335,1,Boy,12,163,2,14,15,Engineering,0,0,25,Brought something
40336,1,Boy,13,175,5,0,22,Computer Science,50,0,25,Yes
40337,1,Girl,12,170,0,49,21,Other,10,0,25,Yes
40338,1,Boy,13,167,0,10,70,Mathematics,6,0,25,Yes
40339,1,Girl,13,165,2,14,1,Other,7,15,25,Yes
40340,1,Girl,13,163,2,21,6,Other,6,0,25,No
40341,1,Boy,13,177,1,1,4,Other,5,0,25,Yes
40342,1,Boy,12,155,1,10,8,Engineering,3,4,25,Yes
40343,1,Girl,13,170,0,0,14,Geography,10,53,25,Brought something
40344,1,Boy,15,160,1,8,1,Engineering,6,7,25,Yes
40345,1,Boy,13,166,6,14,5,Engineering,5,40,25,Yes
40346,1,Boy,13,169,0,20,2,Sports,0,50,25,Yes
40347,1,Girl,12,170,2,12,0,Other,6,0,25,Yes
40348,1,Girl,12,160,1,42,4,Computer Science,5,0,25,Brought something
40349,1,Boy,12,169,1,15,10,Computer Science,10,10,25,Yes
40350,1,Girl,14,150,0,3,0,Music,25,0,25,Yes
40351,1,Boy,13,165,0,10,0,English language,10,0,25,Yes
40352,1,Boy,12,167,3,5,0,English language,10,0,25,Yes
40353,1,Girl,12,168,0,2,1,Dutch language,0,0,25,Yes
40354,1,Girl,12,160,0,7,0,Other,13,0,25,Yes
40355,1,Girl,12,163,2,5,0,Art,0,100,25,Yes
40356,1,Boy,12,152,0,5,0,Computer Science,10,0,25,Yes
40357,1,Boy,12,180,1,10,10,Biology,10,0,25,Yes
40358,1,Boy,14,188,2,35,10,Mathematics,15,10,25,Yes
40359,1,Boy,13,165,12,5,1,Computer Science,0,0,25,Brought something
40360,1,Girl,13,165,0,6,0,Music,25,0,25,No
40361,1,Girl,13,168,4,7,1,Computer Science,10,25,25,No
40362,1,Girl,12,153,0,6,1,Music,10,0,25,Yes
40363,1,Girl,12,156,12,10,0,Mathematics,12,0,25,Brought something
40364,1,Boy,12,180,0,7,2,Engineering,10,0,25,Brought something
40365,1,Boy,13,170,2,4,0,Music,10,0,25,Brought something
40366,1,Boy,13,162,5,6,2,Engineering,7,0,25,Yes
40367,1,Boy,13,145,10,10,5,Mathematics,25,0,25,Yes
40368,1,Boy,13,165,0,6,4,Biology,10,0,25,Yes
40369,1,Boy,12,167,10,2,2,Nursing,0,50,25,Brought something
40370,1,Boy,13,170,4,20,2,Computer Science,8,0,25,Yes
40371,1,Boy,12,170,2,20,5,Computer Science,0,25,25,No
40372,1,Boy,12,170,8,19,10,Engineering,7,0,25,Yes
40373,1,Girl,13,165,4,0,0,Art,15,0,25,Yes
40374,1,Boy,13,164,0,21,0,Engineering,3,15,25,No
40375,1,Boy,12,166,4,0,3,English language,20,0,25,Yes
40376,1,Boy,12,155,6,7,2,Music,5,0,25,Yes
40377,1,Boy,12,170,12,24,0,Mathematics,10,0,25,No
40378,1,Boy,12,154,2,24,0,Other,10,0,25,No
40379,1,Girl,13,165,0,35,14,Computer Science,0,0,25,Yes
40380,1,Girl,13,170,1,35,2,Computer Science,3,0,25,Yes
40381,1,Girl,13,170,1,35,0,Mathematics,8,0,25,Yes
40382,1,Girl,13,175,1,4,2,Computer Science,6,0,25,Brought something
40383,1,Girl,12,155,1,12,3,Drama,25,0,25,Yes
40384,1,Girl,12,143,0,5,0,Mathematics,6,0,25,No
40385,1,Girl,12,170,4,3,5,Mathematics,7,0,25,Yes
40386,1,Boy,12,166,1,35,3,Engineering,5,0,25,Yes
40387,1,Boy,13,161,3,40,9,Other,200,200,25,Brought something
40388,1,Girl,12,170,3,4,2,Other,10,0,25,Yes
40389,1,Girl,12,170,3,5,2,Mathematics,10,0,25,Yes
40390,1,Boy,12,159,30,10,1,Mathematics,20,0,25,Yes
40391,1,Boy,12,165,7,10,10,Mathematics,6,0,25,Yes
40392,1,Girl,13,160,0,21,7,Mathematics,5,0,25,Brought something
40393,1,Boy,14,172,2,2,0,Computer Science,10,0,25,No
40394,1,Boy,13,166,2,1,1,Computer Science,10,0,25,No
40395,2,Boy,13,168,5,11,0,English language,20,0,25,Yes
40396,2,Boy,13,160,6,21,3,German,10,0,25,Brought something
40397,2,Boy,14,170,5,10,25,Sports,13,50,25,Yes
40398,2,Boy,14,155,7,28,7,History,25,35,25,No
40399,2,Boy,14,164,2,23,0,Engineering,25,0,25,Brought something
40400,2,Girl,14,178,2,9,3,German,5,0,25,No
40401,2,Girl,14,160,2,30,14,History,25,0,25,Yes
40402,2,Girl,13,160,1,40,0,Sports,5,0,25,No
40403,2,Boy,14,170,7,12,5,Sports,15,65,25,Yes
40404,2,Girl,14,163,0,14,1,Economics,8,0,25,Brought something
40405,2,Girl,13,168,0,15,25,Sports,0,0,25,Brought something
40406,2,Boy,13,151,1,19,30,Sports,10,0,25,Yes
40407,2,Boy,13,170,7,4,3,Sports,17,35,25,Yes
40408,2,Boy,13,170,20,7,4,Sports,10,0,25,Yes
40409,2,Boy,13,174,2,8,0,Engineering,20,0,25,Yes
40410,2,Girl,13,168,2,9,1,Music,25,0,25,No
40411,2,Girl,17,169,3,70,7,Mathematics,20,0,25,No
40412,2,Girl,13,165,6,14,1,Mathematics,10,0,25,Yes
40413,2,Girl,13,165,5,10,3,Mathematics,25,0,25,No
40414,2,Boy,13,170,0,16,10,Sports,8,0,25,Yes
40415,2,Girl,13,165,2,18,5,Economics,10,0,25,Brought something
40416,2,Girl,14,176,4,9,60,Physics & Chemisty,10,0,25,Yes
40417,2,Girl,14,169,8,8,4,Other,8,0,25,Yes
40418,2,Boy,13,176,6,18,7,Engineering,10,0,25,Yes
40419,2,Boy,14,152,8,18,12,Mathematics,25,15,25,Yes
40420,2,Boy,14,178,4,18,8,Music,12,100,25,Yes
40421,2,Girl,13,160,8,10,5,Mathematics,10,50,25,Yes
40422,2,Girl,13,160,1,24,48,Mathematics,50,50,25,Brought something
40423,2,Girl,14,173,4,20,0,Mathematics,50,150,25,No
40424,2,Boy,13,170,6,12,0,English language,10,0,25,Yes
40425,2,Boy,14,173,4,12,18,Sports,10,0,25,Yes
40426,2,Boy,13,170,7,5,0,Sports,0,75,25,No
40427,2,Boy,13,183,4,12,5,Sports,17,0,25,Yes
40428,2,Boy,13,174,2,5,27,English language,25,0,25,No
40429,2,Boy,14,164,4,10,15,Other,13,0,25,Yes
40430,2,Boy,14,172,7,22,5,Sports,10,4,25,Brought something
40431,2,Girl,13,156,2,25,5,Biology,10,0,25,Yes
40432,2,Girl,14,165,1,7,11,Music,8,0,25,Brought something
40433,2,Boy,13,159,15,20,60,Sports,13,42,25,Yes
40434,2,Boy,13,147,15,20,14,Sports,3,0,25,Brought something
40435,2,Girl,14,166,20,15,0,Music,25,200,25,No
40436,2,Boy,14,174,20,8,0,Mathematics,25,200,25,No
40437,2,Girl,13,154,0,34,10,Music,10,0,25,Yes
40438,2,Boy,13,169,9,30,0,Biology,0,0,25,Yes
40439,2,Girl,14,170,1,42,0,Other,5,0,25,Yes
40440,2,Boy,13,174,0,48,63,Sports,8,0,25,Yes
40441,2,Girl,14,176,4,6,2,History,10,45,25,No
40442,2,Boy,14,165,10,10,0,German,10,0,25,Yes
40443,2,Girl,13,172,0,42,10,Nursing,13,0,25,Yes
40444,2,Girl,13,160,0,35,2,Nursing,12,0,25,Yes
40445,2,Girl,14,163,0,10,0,German,8,0,25,Yes
40446,2,Girl,13,150,0,50,0,German,13,0,25,Yes
40447,2,Boy,14,165,45,16,6,Mathematics,15,0,25,Brought something
40448,2,Girl,13,157,0,6,2,Sports,10,0,25,No
40449,2,Girl,13,165,0,5,0,Music,25,0,25,No
40450,2,Boy,14,160,7,70,0,Music,10,250,25,Yes
40451,2,Boy,14,165,0,38,35,Music,5,15,25,Yes
40452,2,Boy,14,159,2,35,1,Other,5,0,25,Yes
40453,2,Girl,13,164,2,15,1,Other,10,0,25,Yes
40454,2,Girl,13,155,2,26,4,German,30,2,25,Brought something
40455,2,Girl,13,175,3,10,2,Music,10,0,25,Yes
40456,2,Boy,13,170,6,40,10,Sports,65,0,25,Brought something
40457,2,Girl,14,161,1,14,1,Music,20,0,25,Yes
40458,2,Boy,13,170,8,18,11,Biology,13,0,25,Yes
40459,2,Girl,13,158,1,8,2,Engineering,10,0,25,Yes
40460,2,Boy,13,178,10,30,0,Sports,10,0,25,Yes
40461,2,Girl,14,165,1,16,2,German,25,0,25,No
40462,2,Boy,13,180,6,40,0,Other,10,0,25,Brought something
40463,2,Girl,13,167,5,7,4,Engineering,8,0,25,No
40464,2,Girl,14,170,1,16,3,German,25,0,25,Yes
40465,2,Girl,13,164,3,15,0,Other,8,10,25,Yes
40466,2,Girl,13,168,5,8,1,Biology,12,0,25,Brought something
40467,2,Girl,13,173,0,5,10,Nursing,8,0,25,Yes
40468,2,Boy,12,175,3,40,6,Engineering,10,0,25,Yes
40469,2,Girl,15,166,1,2,0,Biology,5,0,25,Yes
40470,2,Boy,13,172,2,25,20,Mathematics,0,0,25,Yes
40471,2,Boy,14,168,2,25,24,Mathematics,0,0,25,Yes
40472,2,Boy,14,164,0,1,5,Music,10,0,25,Yes
40473,2,Girl,14,166,3,13,0,Music,15,0,25,Yes
40474,2,Girl,14,160,12,0,0,Other,0,0,25,Yes
40475,2,Girl,14,158,2,4,0,Other,0,0,25,Brought something
40476,2,Girl,14,155,3,12,5,Music,25,10,25,No
40477,2,Boy,13,156,4,32,16,Mathematics,8,0,25,Yes
40478,2,Girl,13,170,3,30,0,Music,10,10,25,Yes
