Nr,CLASS,GENDER,AGE,HEIGHT,SPORTS,TV,COMPUTER,SUBJECT,ALLOWANCE,WORK,PROVINCE,BREAKFAST
424,1,Boy,12,161,4,15,0,Sports,6,4,23,Yes
425,2,Girl,14,174,1,6,0,History,10,0,23,Brought something
426,2,Boy,13,174,0,12,8,History,10,0,23,Yes
427,2,Girl,13,164,0,28,1,History,5,25,23,Yes
428,2,Girl,12,170,3,21,2,Sports,10,0,23,Yes
429,2,Girl,14,162,2,25,2,German,10,0,23,Yes
430,2,Boy,14,166,7,25,5,Sports,25,0,23,Yes
431,2,Boy,13,166,4,30,10,Sports,20,60,23,Yes
432,2,Girl,13,160,4,24,4,French language,10,0,23,Yes
433,2,Boy,13,167,0,15,8,Drama,15,0,23,Yes
434,2,Girl,13,165,2,28,4,Dance,13,0,23,Yes
435,2,Boy,14,170,2,6,3,Sports,50,500,23,No
436,2,Boy,14,182,7,48,24,Sports,15,0,23,Yes
437,2,Girl,14,162,2,21,2,German,10,0,23,Yes
438,2,Boy,14,167,6,6,16,Engineering,20,90,23,Yes
439,2,Girl,14,160,4,40,1,Sports,10,0,23,Yes
440,2,Boy,13,144,16,9,16,Mathematics,5,0,23,Yes
441,2,Boy,14,164,4,15,7,English language,10,0,23,Yes
442,2,Boy,14,170,8,30,5,Sports,0,0,23,Brought something
443,2,Girl,13,156,3,28,2,Mathematics,0,0,23,Yes
444,2,Boy,14,170,6,2,2,Sports,12,0,23,Yes
445,2,Boy,13,160,4,10,2,History,18,0,23,Yes
446,2,Boy,14,177,5,60,20,Sports,50,0,23,No
447,2,Boy,13,178,5,18,5,History,5,45,23,Yes
448,2,Boy,13,148,10,15,3,Sports,15,0,23,Yes
449,2,Boy,13,156,15,14,0,Physics & Chemisty,10,0,23,Yes
450,2,Boy,13,168,10,16,4,Sports,5,0,23,No
451,2,Girl,13,148,2,20,4,German,8,0,23,Yes
452,2,Boy,14,181,0,29,21,Engineering,13,50,23,Yes
453,2,Girl,14,171,7,5,2,Sports,20,75,23,No
454,2,Girl,13,171,5,8,2,Mathematics,10,0,23,Yes
455,2,Girl,14,176,6,11,2,Art,10,0,23,No
456,2,Boy,13,155,8,12,4,Engineering,10,0,23,Yes
457,2,Boy,13,182,4,42,21,Computer Science,15,0,23,Yes
458,2,Boy,13,165,14,25,5,Sports,75,0,23,Yes
459,2,Boy,13,163,4,10,5,History,10,0,23,Yes
460,2,Boy,13,156,0,29,22,Engineering,14,60,23,Yes
461,2,Girl,13,161,3,4,7,Sports,7,20,23,Yes
462,2,Girl,13,170,0,28,8,Other,5,0,23,Yes
463,2,Girl,14,152,0,21,2,Other,12,0,23,Yes
464,2,Boy,13,169,14,14,0,Sports,13,0,23,Yes
465,2,Boy,13,168,5,17,5,History,10,0,23,Yes
466,2,Girl,13,162,1,14,2,Mathematics,10,0,23,No
467,2,Girl,13,171,4,8,1,Sports,2,0,23,Yes
468,2,Boy,13,170,2,0,10,Other,5,0,23,Yes
469,2,Girl,13,165,2,7,2,Sports,5,0,23,Yes
470,2,Boy,13,158,5,22,11,Sports,10,0,23,Yes
471,2,Boy,14,169,1,9,10,Sports,10,0,23,Yes
472,2,Boy,13,170,1,11,5,Sports,2,70,23,Yes
473,2,Boy,13,178,6,14,5,Sports,5,20,23,Yes
474,2,Boy,13,163,10,28,28,Music,5,40,23,Yes
475,2,Girl,13,165,4,7,3,Sports,25,25,23,Yes
476,2,Boy,13,150,5,10,8,Sports,8,0,23,Yes
477,2,Girl,13,171,1,3,1,Sports,10,0,23,Yes
478,2,Boy,14,164,0,28,4,Computer Science,8,0,23,Yes
479,2,Boy,13,168,3,7,4,Other,0,0,23,Yes
480,2,Boy,13,164,5,18,8,Physics & Chemisty,5,0,23,Yes
481,2,Boy,12,165,5,14,7,Sports,10,0,23,Yes
482,2,Girl,13,163,4,5,0,Sports,10,0,23,Yes
483,2,Girl,13,170,3,0,0,Sports,0,50,23,Yes
484,2,Girl,14,173,15,4,0,Other,8,15,23,Yes
485,2,Girl,13,178,1,8,0,Other,10,0,23,Yes
486,2,Boy,14,155,5,15,10,Sports,7,15,23,Yes
487,2,Girl,13,174,1,22,0,Mathematics,6,15,23,Yes
488,2,Girl,14,175,10,7,6,Other,10,0,23,No
489,2,Girl,13,162,7,8,8,Sports,10,0,23,Yes
490,2,Boy,13,170,10,21,7,Sports,10,75,23,Yes
491,2,Girl,13,164,4,8,2,Sports,6,0,23,Yes
492,2,Girl,13,166,7,10,10,Drama,0,0,23,Yes
493,2,Girl,13,164,10,17,10,Music,0,0,23,Yes
494,2,Girl,14,171,4,21,10,Sports,50,50,23,No
495,2,Boy,13,156,23,10,14,Sports,10,0,23,Yes
496,2,Boy,13,162,15,18,10,Sports,10,14,23,Brought something
497,2,Boy,13,174,9,10,4,Sports,8,30,23,Yes
498,2,Boy,13,163,5,17,10,Sports,8,0,23,Yes
499,2,Boy,13,164,2,10,5,Music,6,0,23,Yes
500,2,Girl,13,172,2,15,7,Sports,15,0,23,Yes
501,2,Girl,13,167,8,5,1,Mathematics,0,50,23,Yes
502,2,Boy,13,150,23,10,8,Sports,13,0,23,Yes
503,2,Girl,13,164,2,15,10,Sports,10,0,23,Yes
504,2,Girl,13,164,7,20,0,Music,15,0,23,Yes
505,2,Boy,13,166,4,15,5,Music,10,0,23,Yes
506,2,Boy,13,165,21,35,14,Sports,10,0,23,Yes
507,2,Girl,13,161,0,30,3,Sports,5,5,23,No
508,2,Boy,12,170,5,10,15,Computer Science,10,0,23,Yes
509,2,Girl,13,159,2,9,8,Sports,15,0,23,Yes
510,2,Boy,13,163,7,18,23,Other,10,0,23,Yes
511,2,Boy,13,157,24,15,10,Sports,8,0,23,Yes
512,2,Girl,13,166,2,14,14,Sports,10,15,23,Yes
513,2,Boy,13,164,22,9,6,Sports,13,0,23,Yes
514,2,Boy,13,171,0,5,10,English language,10,0,23,Yes
515,2,Boy,13,182,10,12,10,Sports,10,0,23,Yes
516,2,Girl,13,171,6,15,1,Sports,13,0,23,Yes
517,2,Girl,13,168,0,20,2,Art,7,0,23,Yes
518,2,Girl,13,164,0,25,5,Sports,5,0,23,No
519,2,Boy,13,183,7,28,5,Sports,8,0,23,Yes
520,2,Girl,13,163,0,25,3,Art,10,0,23,No
521,2,Girl,13,153,0,24,21,English language,5,10,23,Yes
522,2,Boy,13,161,2,20,8,Sports,10,0,23,Yes
523,2,Boy,13,162,9,8,3,Sports,10,0,23,Yes
524,2,Boy,13,178,0,12,15,Sports,5,15,23,Yes
525,2,Girl,13,167,0,27,1,Art,0,40,23,Yes
526,2,Girl,12,170,0,24,3,History,5,0,23,Yes
527,2,Girl,13,160,2,10,2,Sports,7,0,23,Yes
528,2,Girl,13,170,2,10,25,English language,7,0,23,Yes
529,2,Girl,13,175,2,12,2,English language,10,0,23,Yes
530,2,Girl,13,173,3,10,2,Sports,10,10,23,Yes
531,2,Boy,13,160,4,14,2,Sports,7,0,23,Yes
532,2,Boy,13,163,7,8,12,Computer Science,10,0,23,Yes
533,2,Girl,13,173,0,25,4,English language,10,0,23,Yes
534,2,Boy,13,162,2,2,0,Biology,8,0,23,Yes
535,2,Girl,13,168,2,21,0,English language,15,0,23,Yes
536,2,Girl,14,175,4,5,0,Music,7,0,23,Yes
537,2,Girl,13,167,0,7,2,Other,3,0,23,Yes
538,2,Girl,13,160,3,12,0,Sports,17,0,23,Yes
539,2,Girl,13,167,10,4,2,Other,5,8,23,Yes
540,2,Boy,13,166,8,10,2,Sports,5,85,23,Yes
541,2,Boy,13,172,4,9,7,Sports,7,0,23,Yes
542,2,Girl,13,168,2,9,3,Music,25,0,23,Yes
543,2,Girl,12,170,1,11,2,English language,6,0,23,Yes
544,2,Boy,13,161,7,7,7,French language,11,1,23,Yes
545,1,Boy,13,166,4,7,14,Engineering,7,0,23,Yes
546,1,Girl,12,145,1,5,0,Nursing,5,0,23,Yes
547,1,Girl,13,155,1,3,7,Music,0,0,23,Yes
548,1,Girl,13,165,1,3,1,Sports,10,0,23,Brought something
549,1,Boy,13,161,0,7,2,Engineering,100,0,23,Yes
550,1,Girl,12,163,3,30,0,Nursing,5,0,23,Yes
551,1,Girl,13,154,2,35,0,Dance,10,15,23,Yes
552,1,Boy,13,170,8,6,2,Engineering,15,50,23,Yes
553,1,Boy,13,172,6,15,40,History,10,0,23,Yes
554,1,Girl,12,156,3,45,1,Nursing,15,0,23,Yes
555,1,Girl,12,155,3,30,0,Engineering,6,0,23,Yes
556,1,Boy,13,165,2,5,7,Computer Science,15,65,23,Yes
557,1,Boy,13,165,0,4,2,Music,3,0,23,Yes
558,1,Boy,13,150,1,6,5,Engineering,25,0,23,Yes
559,1,Boy,12,160,0,10,20,Dutch language,25,100,23,Brought something
560,1,Boy,13,147,5,56,40,Engineering,25,40,23,Yes
561,1,Boy,13,160,1,9,7,Mathematics,10,0,23,Yes
562,1,Boy,12,163,2,4,10,Engineering,8,0,23,No
563,1,Boy,13,168,5,60,30,Engineering,10,0,23,Yes
564,1,Boy,13,150,5,12,5,Engineering,25,0,23,Yes
565,1,Boy,12,155,4,21,10,Computer Science,21,10,23,Brought something
566,1,Boy,12,180,0,0,0,Mathematics,0,0,23,Yes
567,1,Girl,12,140,28,18,0,Dance,0,0,23,Yes
568,1,Girl,13,170,0,10,4,Music,10,0,23,Yes
569,1,Girl,13,163,1,21,1,Drama,5,0,23,Yes
570,1,Boy,14,171,4,12,1,English language,10,0,23,Yes
571,1,Boy,12,163,5,12,17,Engineering,3,0,23,Yes
572,1,Boy,12,157,2,9,1,Sports,10,10,23,Yes
573,1,Girl,13,163,4,10,4,Engineering,25,0,23,Yes
574,1,Girl,13,163,3,12,3,Music,10,0,23,Yes
575,1,Girl,12,155,5,15,36,Dutch language,25,0,23,Brought something
576,1,Girl,13,164,2,20,4,Drama,0,18,23,Yes
577,1,Girl,12,143,1,16,1,Drama,5,0,23,Yes
578,1,Girl,12,156,2,1,1,Nursing,10,0,23,Yes
579,1,Boy,12,158,8,21,9,Engineering,40,125,23,Yes
580,1,Girl,12,168,8,8,1,Mathematics,10,12,23,No
581,1,Boy,13,161,8,14,2,Engineering,30,0,23,Yes
582,1,Girl,12,152,1,42,0,Drama,5,0,23,Yes
583,1,Girl,12,156,3,2,0,Dance,5,0,23,Yes
584,1,Girl,12,167,4,21,1,English language,5,0,23,Yes
585,1,Boy,12,165,2,7,2,Engineering,0,0,23,Yes
586,1,Girl,12,140,0,16,5,Drama,5,0,23,Brought something
587,1,Boy,13,155,2,28,35,Engineering,5,0,23,Yes
588,1,Boy,12,163,6,2,5,Sports,5,0,23,Yes
589,1,Girl,12,161,2,3,0,Dutch language,10,0,23,Yes
590,1,Girl,12,155,5,8,0,Engineering,10,0,23,Yes
591,1,Girl,12,166,1,16,0,Engineering,10,0,23,Yes
592,1,Girl,13,157,30,50,24,Drama,25,0,23,Yes
593,1,Girl,13,174,5,18,0,English language,5,75,23,Yes
594,1,Girl,12,164,0,16,0,Mathematics,13,0,23,Yes
595,1,Girl,13,166,0,15,0,German,5,0,23,Brought something
596,1,Girl,13,173,1,1,0,Nursing,10,0,23,Yes
597,1,Girl,12,171,3,7,1,Dutch language,6,0,23,Yes
598,1,Girl,13,167,13,14,7,English language,17,40,23,Yes
599,1,Boy,13,165,4,25,25,Engineering,10,0,23,Yes
600,1,Girl,13,167,2,28,8,Engineering,10,1,23,Yes
601,1,Boy,12,145,4,28,35,Engineering,5,0,23,Yes
602,1,Girl,12,154,1,2,0,Sports,15,10,23,Yes
603,1,Boy,12,170,5,3,63,Sports,7,0,23,Yes
604,1,Boy,12,165,2,20,23,Engineering,5,0,23,Brought something
605,1,Boy,13,157,1,1,2,Sports,10,0,23,Yes
606,1,Girl,13,155,5,8,0,Engineering,0,100,23,Brought something
607,1,Girl,12,156,3,2,0,German,5,0,23,Yes
608,1,Girl,12,150,2,35,1,Music,0,0,23,Yes
609,1,Boy,13,169,6,10,4,Music,15,70,23,Yes
610,1,Girl,12,150,4,35,0,English language,0,0,23,Yes
611,1,Girl,12,163,12,24,24,Sports,15,15,23,Brought something
612,1,Girl,12,170,0,9,1,Drama,5,0,23,Brought something
613,1,Girl,12,163,0,9,2,Drama,0,0,23,No
614,1,Boy,13,172,5,3,17,Computer Science,5,80,23,Yes
615,1,Boy,13,156,21,11,5,Mathematics,15,5,23,Yes
616,1,Girl,13,167,4,15,4,Music,8,0,23,Yes
617,1,Girl,14,163,1,5,8,Nursing,10,0,23,Brought something
618,1,Boy,12,154,21,16,5,Mathematics,13,0,23,Yes
619,1,Girl,12,165,2,15,1,Music,0,0,23,Yes
620,1,Boy,13,167,20,20,6,Sports,15,0,23,Yes
621,1,Girl,12,156,1,14,4,Other,15,0,23,Yes
622,1,Boy,14,162,3,24,12,Computer Science,8,0,23,Yes
623,1,Boy,12,158,5,25,14,English language,8,0,23,Yes
624,1,Girl,12,142,2,5,0,Nursing,3,0,23,Yes
625,1,Boy,13,170,4,6,8,Mathematics,0,0,23,Yes
626,1,Girl,13,163,0,35,0,Other,3,0,23,No
627,1,Boy,12,148,7,14,14,Music,7,25,23,Yes
628,1,Girl,13,150,2,35,10,Drama,0,0,23,Yes
629,1,Boy,13,146,3,3,4,Engineering,5,0,23,Yes
630,1,Boy,13,165,7,12,20,Mathematics,6,0,23,Yes
631,1,Girl,12,155,4,7,5,Mathematics,8,0,23,Yes
632,1,Girl,12,152,4,7,5,Music,8,0,23,Yes
633,1,Girl,12,175,6,14,7,Mathematics,10,35,23,Yes
634,1,Girl,12,160,3,12,1,Drama,5,0,23,Yes
635,1,Girl,14,160,5,5,2,Music,15,0,23,Yes
636,1,Boy,13,165,20,15,17,Drama,35,10,23,Yes
637,1,Girl,12,173,6,14,4,Mathematics,10,15,23,Yes
638,1,Girl,13,155,0,8,0,Music,10,0,23,Yes
639,1,Girl,12,155,2,6,2,Music,0,0,23,Yes
640,1,Boy,13,162,4,12,13,Other,8,0,23,Yes
641,1,Boy,13,160,26,21,18,Engineering,25,20,23,Yes
642,1,Girl,14,175,3,4,0,English language,15,0,23,Brought something
643,1,Boy,12,160,4,4,5,Sports,0,0,23,Yes
644,1,Boy,12,152,6,15,1,Sports,0,0,23,No
645,1,Girl,13,160,4,10,12,Mathematics,5,0,23,Yes
646,1,Girl,11,169,56,6,2,Music,10,10,23,Yes
647,1,Boy,14,170,1,2,2,Biology,13,0,23,Yes
648,1,Boy,12,180,3,25,15,Sports,5,20,23,Yes
649,1,Girl,12,162,1,1,0,Mathematics,5,0,23,Yes
650,1,Boy,12,173,16,9,8,Mathematics,3,260,23,Yes
651,1,Girl,12,148,1,10,0,Mathematics,25,0,23,Yes
652,1,Girl,12,158,1,1,0,History,0,0,23,Yes
653,2,Boy,14,155,0,28,7,Engineering,15,50,23,Yes
654,2,Boy,14,173,7,17,12,Engineering,11,0,23,Yes
655,2,Girl,13,165,1,1,2,Dutch language,7,0,23,Yes
656,2,Boy,14,180,0,25,3,Engineering,15,0,23,Yes
657,2,Boy,14,176,2,16,11,Engineering,7,60,23,Yes
658,2,Girl,13,164,4,5,4,Engineering,10,0,23,Yes
659,2,Girl,14,175,1,10,1,Sports,10,7,23,Yes
660,2,Girl,14,152,2,5,1,Biology,25,0,23,Yes
661,2,Boy,14,172,3,8,5,Engineering,15,50,23,No
662,2,Girl,14,180,2,24,28,Engineering,5,0,23,Brought something
663,2,Boy,14,176,3,35,0,Engineering,32,0,23,Yes
664,2,Girl,13,141,2,28,2,Drama,0,0,23,Yes
665,2,Boy,14,169,5,10,2,Music,10,0,23,No
666,2,Boy,13,160,7,34,14,Sports,10,70,23,Yes
667,2,Girl,13,155,1,30,0,Biology,10,0,23,Yes
668,2,Boy,13,168,4,37,6,Computer Science,10,5,23,No
669,2,Girl,14,140,0,5,2,Drama,0,0,23,Brought something
670,2,Girl,14,170,2,0,4,Music,10,100,23,No
671,2,Girl,13,168,1,4,0,Engineering,10,0,23,Brought something
672,2,Girl,14,157,1,25,0,Music,27,0,23,Yes
673,2,Girl,13,175,0,25,0,Nursing,15,0,23,No
674,2,Boy,14,140,8,20,7,Sports,30,25,23,No
675,2,Girl,14,160,3,7,4,Music,20,0,23,No
676,2,Boy,13,178,7,20,3,Mathematics,25,20,23,No
677,2,Boy,13,165,4,11,13,Sports,5,0,23,Yes
678,2,Boy,14,157,8,45,10,Sports,25,25,23,Yes
679,2,Girl,13,164,1,15,0,Computer Science,10,0,23,Yes
680,2,Boy,13,182,3,40,10,Other,0,0,23,Yes
681,2,Girl,13,176,1,15,2,Nursing,10,0,23,No
682,2,Girl,13,173,0,28,8,Nursing,10,10,23,Yes
683,2,Girl,14,160,0,30,0,Other,15,0,23,Brought something
684,2,Boy,14,166,7,17,3,Sports,20,48,23,Yes
685,2,Girl,14,160,0,35,0,Nursing,8,0,23,Yes
686,2,Boy,13,164,0,28,14,Other,5,70,23,Yes
687,2,Boy,13,170,0,10,10,Mathematics,20,0,23,Yes
688,2,Girl,13,169,0,36,0,Nursing,8,100,23,Yes
689,2,Boy,14,187,0,15,10,Sports,25,250,23,Yes
690,2,Girl,13,152,4,30,0,Music,25,180,23,Yes
691,2,Boy,14,165,3,35,5,Sports,15,0,23,Yes
692,2,Girl,13,172,0,6,8,Computer Science,8,0,23,Yes
693,2,Boy,13,165,8,45,45,Other,10,50,23,Yes
694,2,Girl,13,170,0,35,5,Nursing,10,0,23,Yes
695,2,Boy,13,166,2,0,0,Sports,100,56,23,Yes
696,2,Boy,13,180,3,10,0,Sports,55,0,23,Yes
697,2,Girl,13,167,8,13,8,Sports,20,0,23,Yes
698,2,Girl,14,170,9,12,3,German,10,0,23,Brought something
699,2,Girl,14,167,1,6,0,Physics & Chemisty,20,0,23,Brought something
700,2,Boy,13,165,10,15,13,Dutch language,10,0,23,No
701,2,Boy,13,180,0,30,20,Dutch language,10,0,23,Yes
702,2,Boy,14,173,10,7,2,Engineering,10,200,23,Yes
703,2,Boy,13,173,16,35,3,Sports,0,450,23,No
704,2,Girl,14,176,2,35,8,German,50,0,23,Yes
705,2,Boy,13,165,4,35,10,Engineering,10,50,23,Yes
706,2,Girl,13,164,4,20,1,Mathematics,10,0,23,Yes
707,2,Girl,14,167,9,12,0,Music,0,60,23,No
708,2,Boy,13,173,5,15,14,Engineering,0,0,23,No
709,2,Boy,14,182,11,24,1,Engineering,0,100,23,Yes
710,2,Girl,13,166,20,10,0,Music,20,0,23,Yes
711,2,Girl,14,166,4,15,4,Nursing,10,0,23,No
712,2,Girl,14,159,0,15,0,Other,40,175,23,Brought something
713,2,Boy,14,178,4,5,11,Engineering,6,13,23,Yes
714,2,Boy,13,185,0,5,2,Sports,15,0,23,Yes
715,2,Boy,13,173,4,17,4,Engineering,25,50,23,Yes
716,2,Girl,13,160,1,20,0,Sports,35,0,23,Yes
717,2,Girl,14,175,5,4,3,Mathematics,10,0,23,Yes
718,2,Girl,14,171,30,30,0,Nursing,17,130,23,Yes
719,2,Girl,14,175,0,8,0,Mathematics,6,0,23,Yes
720,2,Girl,14,177,2,7,15,Computer Science,25,0,23,Brought something
721,2,Boy,14,176,8,16,15,Physics & Chemisty,12,20,23,Yes
722,2,Girl,13,145,5,3,24,Dutch language,12,15,23,Yes
723,2,Girl,13,160,3,48,8,Dance,15,50,23,Yes
724,2,Boy,13,150,4,14,6,Mathematics,7,50,23,Yes
725,2,Boy,13,166,2,20,15,Physics & Chemisty,25,0,23,Yes
726,2,Boy,14,178,8,35,25,Computer Science,15,30,23,Yes
727,2,Boy,14,161,7,18,4,Sports,20,15,23,Yes
728,1,Girl,12,160,1,8,1,Mathematics,8,25,26,Yes
729,1,Girl,12,170,4,8,1,English language,13,0,26,Yes
730,1,Boy,12,160,0,6,20,Mathematics,5,0,26,Yes
731,1,Girl,12,155,2,12,1,English language,8,5,26,Yes
732,1,Girl,12,157,2,10,4,English language,12,0,26,Yes
733,1,Boy,12,160,4,10,6,Sports,5,0,26,Yes
734,1,Boy,12,155,10,8,7,Sports,15,25,26,Yes
735,1,Boy,13,165,5,15,5,Sports,10,0,26,Yes
736,1,Boy,12,158,6,12,10,English language,5,15,26,Yes
737,1,Boy,12,170,8,8,8,English language,12,13,26,No
738,1,Boy,13,165,6,7,6,Sports,7,45,26,Yes
739,1,Girl,12,160,3,3,3,English language,6,5,26,Yes
740,1,Boy,12,151,3,10,5,Music,10,0,26,Yes
741,1,Boy,12,150,15,7,5,Sports,5,10,26,Yes
742,1,Boy,12,168,7,7,9,Dutch language,5,0,26,Yes
743,1,Boy,12,167,16,14,6,Sports,10,0,26,Yes
744,1,Boy,13,155,10,7,7,Sports,10,0,26,Yes
745,1,Boy,12,157,7,4,5,Sports,10,0,26,Yes
746,1,Girl,12,164,4,15,2,Sports,18,0,26,Yes
747,1,Girl,12,152,1,14,3,Biology,5,0,26,Yes
748,1,Boy,12,178,3,9,6,Sports,5,0,26,Yes
749,1,Boy,12,172,12,5,6,Sports,10,0,26,Yes
750,1,Girl,12,161,4,27,1,French language,5,0,26,Yes
751,1,Boy,13,167,6,24,7,Dutch language,15,8,26,Yes
752,1,Girl,14,167,7,24,2,Music,17,0,26,Yes
753,1,Girl,12,165,6,22,2,German,15,0,26,Yes
754,1,Girl,12,160,1,10,10,German,5,0,26,Yes
755,1,Boy,12,161,5,24,7,Mathematics,8,0,26,Yes
756,1,Boy,12,164,6,22,2,English language,10,0,26,Yes
757,1,Girl,13,150,0,28,8,Music,10,0,26,Yes
758,1,Girl,12,150,14,8,4,Music,10,0,26,Yes
759,1,Girl,12,155,3,8,0,Biology,25,0,26,Yes
760,1,Boy,12,158,2,7,6,Music,5,0,26,Yes
761,1,Boy,13,178,3,5,6,Mathematics,0,20,26,Yes
762,1,Boy,12,162,35,10,2,English language,12,0,26,Yes
763,1,Boy,12,166,0,12,3,English language,15,25,26,Yes
764,1,Boy,12,159,1,24,20,English language,8,0,26,Yes
765,1,Boy,12,162,0,30,20,Sports,8,0,26,Yes
766,1,Boy,12,152,5,10,10,Sports,5,0,26,Yes
767,1,Boy,11,155,10,15,2,Sports,6,0,26,Yes
768,1,Boy,13,157,4,15,0,English language,8,0,26,Yes
769,1,Boy,12,163,4,10,5,Dutch language,10,0,26,Yes
770,1,Boy,12,169,3,7,25,Geography,15,0,26,Yes
771,1,Boy,13,158,10,21,7,Mathematics,7,0,26,Yes
772,1,Girl,12,155,2,9,9,Biology,6,6,26,Yes
773,1,Girl,13,164,7,16,4,English language,9,5,26,Yes
774,1,Boy,12,157,10,21,3,Sports,8,0,26,Yes
775,1,Boy,11,160,10,14,20,History,10,0,26,Yes
776,1,Girl,12,168,6,11,8,History,3,0,26,Yes
777,1,Boy,12,152,2,8,10,Mathematics,8,0,26,Yes
778,1,Girl,12,166,1,0,2,Biology,10,10,26,Yes
779,1,Girl,12,155,2,5,0,Drama,18,0,26,Yes
780,1,Boy,12,156,10,15,9,Sports,12,0,26,Yes
781,1,Boy,13,160,7,15,9,Mathematics,25,0,26,Yes
782,1,Boy,12,158,10,45,35,Dutch language,5,11,26,Yes
783,1,Boy,12,144,3,2,1,German,5,0,26,Yes
784,1,Boy,12,154,1,6,2,Engineering,5,3,26,Brought something
785,1,Boy,12,158,5,20,2,Engineering,0,0,26,Brought something
786,1,Boy,12,170,3,35,6,German,5,0,26,Yes
787,1,Boy,11,154,7,21,6,English language,10,0,26,Yes
788,1,Boy,12,179,5,8,2,Sports,8,15,26,Yes
789,1,Girl,12,166,1,7,1,German,5,0,26,Yes
790,1,Girl,12,167,2,4,1,History,5,0,26,Yes
791,1,Boy,12,170,10,28,5,Sports,15,0,26,Yes
792,1,Boy,12,165,3,20,25,Sports,5,0,26,Yes
793,1,Boy,12,165,3,5,9,Other,5,0,26,Yes
794,1,Boy,13,174,6,15,20,Sports,0,0,26,Yes
795,1,Boy,12,147,18,7,3,Sports,8,0,26,Yes
796,1,Girl,12,150,3,5,0,Sports,5,0,26,Yes
797,1,Girl,11,149,5,16,5,Other,4,0,26,Yes
798,1,Boy,12,162,8,24,8,French language,40,0,26,Yes
799,1,Girl,12,155,10,10,2,Drama,18,0,26,Yes
800,1,Girl,12,160,10,10,5,Drama,10,0,26,Yes
801,1,Girl,13,170,4,5,0,Music,5,0,26,Yes
802,1,Girl,12,162,4,14,2,Drama,4,0,26,Yes
803,1,Girl,12,146,4,15,5,Sports,12,0,26,Yes
804,1,Girl,12,163,1,15,0,Sports,6,0,26,Yes
805,1,Girl,12,155,2,12,3,Drama,5,40,26,Yes
806,1,Girl,13,163,3,12,5,Drama,7,1,26,Yes
807,1,Boy,12,159,3,13,8,Sports,8,0,26,Yes
808,1,Boy,13,172,15,14,10,French language,8,25,26,Yes
809,1,Girl,11,165,2,3,2,Sports,9,0,26,Yes
810,1,Boy,12,156,3,0,5,Biology,8,10,26,Yes
811,1,Boy,12,165,12,11,8,French language,10,0,26,Yes
812,1,Girl,13,155,2,5,1,Sports,20,0,26,Yes
813,1,Boy,12,158,1,3,5,German,8,15,26,Yes
814,1,Boy,12,159,12,4,1,Biology,8,0,26,Yes
815,1,Boy,12,150,4,24,3,Engineering,5,5,26,Yes
816,1,Girl,12,153,3,7,1,Biology,8,5,26,Yes
817,1,Girl,11,163,3,9,2,German,5,0,26,No
818,1,Boy,12,152,14,14,24,Other,5,0,26,Yes
819,1,Girl,12,163,3,7,5,English language,5,0,26,Yes
820,1,Girl,12,162,1,7,0,Mathematics,6,13,26,Yes
821,1,Boy,13,163,54,20,34,Biology,7,0,26,Yes
822,1,Boy,12,150,5,5,5,French language,7,0,26,Yes
823,1,Girl,13,148,24,14,0,Sports,0,0,26,Yes
824,1,Girl,13,150,2,11,0,Sports,13,0,26,Yes
825,1,Girl,12,145,0,17,2,German,8,0,26,Yes
826,1,Boy,12,150,3,24,3,Mathematics,5,0,26,Yes
827,1,Girl,11,165,4,17,3,Dutch language,7,0,26,Yes
828,1,Boy,13,160,3,5,0,Dutch language,7,0,26,Yes
829,1,Boy,13,170,6,6,1,French language,10,0,26,Yes
830,1,Girl,12,145,5,4,3,Biology,10,0,26,Yes
831,1,Girl,12,153,8,5,5,English language,5,0,26,Yes
832,1,Girl,13,157,5,8,0,Sports,7,0,26,Yes
833,1,Boy,12,168,2,5,4,French language,0,0,26,Yes
834,1,Girl,12,163,2,5,1,Sports,2,0,26,Yes
835,1,Girl,12,155,2,3,0,Dutch language,2,0,26,Yes
836,1,Girl,12,160,0,35,5,Drama,10,0,26,Yes
837,1,Girl,12,143,1,30,4,Drama,5,0,26,Yes
838,1,Girl,12,165,2,14,1,Sports,5,25,26,Yes
839,1,Girl,11,144,3,10,3,Sports,13,0,26,Yes
840,1,Girl,13,177,12,10,5,Biology,6,0,26,Yes
841,1,Girl,12,155,1,10,2,History,8,0,26,Yes
842,1,Girl,12,170,1,10,3,Other,8,0,26,Yes
843,1,Girl,12,163,4,14,7,Biology,10,10,26,Yes
844,1,Boy,12,158,5,7,4,Mathematics,5,3,26,Yes
845,1,Girl,11,164,1,18,7,German,5,0,26,Yes
846,1,Girl,12,165,1,18,2,German,5,0,26,Yes
847,1,Girl,12,164,1,14,6,Mathematics,5,0,26,Yes
848,1,Girl,12,155,3,6,1,Sports,0,0,26,Yes
849,1,Boy,12,155,4,9,2,Dutch language,3,0,26,Yes
850,1,Boy,12,156,5,15,5,Mathematics,3,1,26,Yes
851,1,Boy,12,170,1,15,2,Engineering,4,0,26,Yes
852,1,Boy,12,153,2,13,1,Engineering,0,5,26,Yes
853,1,Boy,12,154,3,14,2,Sports,4,0,26,Yes
854,1,Boy,12,151,3,0,3,Sports,4,0,26,Yes
855,1,Boy,12,155,3,7,20,Biology,5,0,26,Yes
856,1,Boy,12,158,2,21,20,English language,8,0,26,Yes
857,1,Boy,12,167,7,14,7,Drama,8,0,26,Yes
